corporate_name_s2,main_customers,revenue,profit
STARK 2106 Inc,MegaMart|RetailCo|SupplyHub|CoreTrade,6105883.1,166285.23
PIED PIPER 2064 LLC,UrbanWorks|SupplyHub|BuildIt|MegaMart,3952465.87,88077.73
"Virtucon 904, Limited",BuildIt,4264771.8,943408.42
"Soylent 451, Ltd",MegaMart|RetailCo|UrbanWorks,8650929.4,285326.06
"Umbrella 512, Corporation",RetailCo,9493352.28,915253.71
LexCorp 1067 Ltd,CoreTrade|UrbanWorks|MegaMart,4881960.67,917234.61
BLUE SUN 1647 LLC,SupplyHub|BuildIt,5922829.38,1134659.47
Virtucon 2072 Corp,BuildIt,8156415.56,193502.74
Blue Sun 2256 Limited,BuildIt|CoreTrade|UrbanWorks|SupplyHub,9812454.82,2340062.35
MASSIVE DYNAMIC 1217 Corporation,RetailCo|BuildIt,9346024.36,518279.75
"Blue Sun 1626, LLC",CoreTrade|MegaMart,105375.02,24732.21
Abstergo 1904,BuildIt|UrbanWorks|RetailCo,9863838.13,2008749.4
Acme 1401 Limited.,UrbanWorks|RetailCo,6824123.18,376210.02
Abstergo 1798 Ltd,CoreTrade|SupplyHub|BuildIt|RetailCo,6690188.81,361359.74
Wayne 1084,UrbanWorks|SupplyHub|MegaMart|RetailCo,8996567.38,2062008.07
GLOBEX 2119 Corp,MegaMart,5910005.5,517119.07
"Cyberdyne 2314, Inc",RetailCo|CoreTrade|SupplyHub,7507063.97,349422.98
Hooli 689,MegaMart|UrbanWorks|SupplyHub|RetailCo,2339798.57,191323.59
Stark 604 Corporation.,MegaMart|CoreTrade|RetailCo,1458396.79,32975.28
"Tyrell 1506, Corporation",SupplyHub,2161405.13,236361.9
"Massive Dynamic 493, Limited",UrbanWorks|SupplyHub,1527496.46,318878.44
SOYLENT 1757 LLC,UrbanWorks,4274659.03,1058135.6
"Hooli 729, Corp",RetailCo,9526659.2,1617981.96
Pied Piper 1623 Inc,RetailCo|UrbanWorks|SupplyHub,6394410.05,427115.19
Tyrell 688 Ltd.,RetailCo|BuildIt|CoreTrade|UrbanWorks,3757076.48,460348.24
"Abstergo 1663, Corp",BuildIt|CoreTrade|UrbanWorks,9199246.3,1119007.66
Abstergo 985 Corp.,MegaMart,4822964.0,106589.91
Wayne 111 Ltd.,SupplyHub|CoreTrade,9078595.74,1417489.62
"Blue Sun 2076, LLC",MegaMart|CoreTrade,3877476.9,831218.87
Stark 1035 LLC,SupplyHub|CoreTrade|BuildIt,9341847.7,2125938.7
UMBRELLA 1518 Inc,RetailCo|CoreTrade|UrbanWorks,5727934.28,448368.24
"Soylent 198, Corporation",MegaMart|CoreTrade,4649747.94,806142.45
Hooli 492,SupplyHub|CoreTrade,6615281.48,405196.15
Aperture 1097 LLC.,SupplyHub|RetailCo,6909840.77,1515730.43
Wayne 1043 Corp,MegaMart|UrbanWorks|RetailCo|SupplyHub,8907290.99,690021.9
"Vehement 412, Corporation",UrbanWorks|CoreTrade|RetailCo,685709.6,134952.28
Virtucon 2241 LLC.,RetailCo|UrbanWorks|SupplyHub|CoreTrade,8119087.59,1830504.58
VIRTUCON 1077 Inc,UrbanWorks|BuildIt,3093029.49,770407.81
"Hooli 1540, Inc",CoreTrade|MegaMart|BuildIt,8902491.89,417494.56
"Massive Dynamic 293, Corporation",UrbanWorks|SupplyHub|CoreTrade,7058025.63,1678645.41
Initrode 1279,UrbanWorks|CoreTrade|RetailCo|SupplyHub,4403249.26,426620.98
BLUE SUN 835 LLC,UrbanWorks|CoreTrade|BuildIt|RetailCo,8254515.17,2027809.44
"Wonka 1547, LLC",SupplyHub|CoreTrade|BuildIt,953299.79,124943.9
"Vehement 1807, Limited",CoreTrade|RetailCo|UrbanWorks,4968060.29,210050.84
Umbrella 1772 Limited,UrbanWorks|CoreTrade|SupplyHub,4342128.93,330069.18
Umbrella 583 Corporation,CoreTrade|BuildIt|UrbanWorks,8821791.05,454672.8
WAYNE 436 Corporation,SupplyHub|UrbanWorks,5682720.73,844016.75
Vehement 618,RetailCo,6264903.49,793782.94
UMBRELLA 1552 Ltd,SupplyHub|CoreTrade|RetailCo,2652439.2,260667.32
Abstergo 765 Corp.,RetailCo|SupplyHub,490116.51,65754.81
Tyrell 2000,CoreTrade,4295937.49,771064.04
GRINGOTTS 619 Corporation,UrbanWorks|CoreTrade|BuildIt|SupplyHub,9014388.64,1757002.7
"Initrode 1022, Corporation",RetailCo|BuildIt|UrbanWorks|MegaMart,5279685.34,186564.88
Vehement 1274,BuildIt|UrbanWorks|MegaMart,5621332.99,360539.13
LexCorp 1275 LLC.,UrbanWorks|RetailCo|MegaMart|CoreTrade,8641037.49,2133989.65
Wonka 2254,CoreTrade|BuildIt|RetailCo|MegaMart,9249325.2,1596131.16
Aperture 725 Ltd,SupplyHub,3091236.4,431990.14
Abstergo 950,UrbanWorks|CoreTrade|MegaMart,6923184.44,157285.02
"Initrode 276, Inc",CoreTrade|MegaMart|UrbanWorks|BuildIt,6316692.84,800383.13
Aperture 549 Corporation,SupplyHub|UrbanWorks|BuildIt|MegaMart,3654487.8,81144.95
WONKA 1265 Limited,CoreTrade|MegaMart|UrbanWorks|SupplyHub,1817131.72,62765.61
"Umbrella 1004, Corp",MegaMart|UrbanWorks|RetailCo|CoreTrade,3058249.53,314688.16
LexCorp 910 Limited,BuildIt|MegaMart|CoreTrade,3812795.83,256396.41
Oscorp 157 Ltd.,CoreTrade|UrbanWorks|RetailCo,9093273.31,1910725.57
LexCorp 284 Limited.,MegaMart|UrbanWorks|CoreTrade|BuildIt,1124668.58,255073.9
SOYLENT 1469 Ltd,MegaMart|SupplyHub|RetailCo|BuildIt,6506356.22,1067851.11
Pied Piper 2196 Limited.,BuildIt|MegaMart|RetailCo,5823857.43,1031777.13
VEHEMENT 2364 Limited,SupplyHub,8909125.07,1782274.17
Acme 420 LLC,SupplyHub|CoreTrade|RetailCo|MegaMart,3020740.15,528968.64
APERTURE 300 LLC,CoreTrade|RetailCo|UrbanWorks,6795992.93,507198.18
Pied Piper 1428 Limited.,SupplyHub|UrbanWorks,5202155.4,907562.09
APERTURE 199 Corp,BuildIt|UrbanWorks,5511321.56,203854.07
"Blue Sun 899, Inc",BuildIt,3844292.39,193787.07
Pied Piper 598,BuildIt|UrbanWorks|MegaMart,916035.34,131368.54
Vehement 1615 LLC,BuildIt|RetailCo,1774991.38,286358.2
Aperture 1726,BuildIt|CoreTrade|SupplyHub,1797094.23,314893.45
"Tyrell 1715, Corp",RetailCo|MegaMart|SupplyHub,7516457.05,970530.93
"Wonka 2159, Corp",BuildIt,1848786.53,154305.11
STARK 1394 Corp,MegaMart|SupplyHub,3452453.3,541486.2
Acme 700 Limited,SupplyHub|UrbanWorks|MegaMart,5917003.27,1182144.49
Oscorp 1159 Corporation.,CoreTrade|MegaMart,1264743.3,68730.91
"Monarch 1832, Inc",CoreTrade|SupplyHub|RetailCo,2509224.38,148545.06
Cyberdyne 1072 Corp,SupplyHub,2995706.22,668589.3
Tyrell 2131,RetailCo|BuildIt|SupplyHub,487290.42,82010.2
"Umbrella 24, Inc",UrbanWorks|MegaMart|SupplyHub,4591864.69,1099189.84
Oscorp 1407 Limited,RetailCo|UrbanWorks,1725028.02,205376.07
VIRTUCON 735 Ltd,CoreTrade,8469650.52,1806973.68
Stark 90,SupplyHub,5202974.9,861489.84
Stark 1646 Inc,CoreTrade|SupplyHub|RetailCo|UrbanWorks,7414266.79,1294533.77
WAYNE 684 Corp,CoreTrade|RetailCo,4333298.98,380231.27
Soylent 1779,MegaMart|SupplyHub|CoreTrade,3284206.21,399829.13
Cyberdyne 2346 Corp,MegaMart|CoreTrade|UrbanWorks,7953870.53,1489705.59
Initech 272 Inc.,RetailCo|BuildIt|SupplyHub,3461181.48,334370.15
"Oscorp 525, Corp",RetailCo|SupplyHub|UrbanWorks|BuildIt,1182757.31,91182.45
Acme 438 Ltd.,BuildIt|CoreTrade|UrbanWorks,822992.31,96660.77
Pied Piper 547,UrbanWorks|CoreTrade,5420054.77,1254238.77
"Monarch 1218, Corporation",RetailCo|CoreTrade|BuildIt|MegaMart,3893353.23,669475.62
ABSTERGO 222 LLC,UrbanWorks|SupplyHub|BuildIt|CoreTrade,5914669.42,1106739.96
Virtucon 566 Ltd,CoreTrade|BuildIt,5816512.74,475819.5
Massive Dynamic 1851 Corp,MegaMart|CoreTrade|RetailCo|BuildIt,8495892.49,1995851.4
Initech 1908,SupplyHub,937392.7,80377.39
Initrode 2222,CoreTrade,4500345.9,1029971.29
"Massive Dynamic 1657, Corporation",BuildIt,6290417.54,166134.54
Vehement 2073 Corporation,UrbanWorks|BuildIt,5041393.57,1259244.73
"Initrode 1010, Inc",SupplyHub,6481291.48,1175093.61
Gringotts 595 Limited.,BuildIt|RetailCo|SupplyHub|UrbanWorks,6861126.29,1340849.09
Pied Piper 73 LLC,CoreTrade|BuildIt,7377069.63,568613.21
LEXCORP 1189 LLC,CoreTrade,3012428.16,316067.77
GRINGOTTS 2040 Ltd,CoreTrade|UrbanWorks|BuildIt|RetailCo,8066791.8,425952.26
"Initech 1071, Corporation",RetailCo|SupplyHub,6663518.19,1532341.44
VIRTUCON 1978 Corporation,SupplyHub|RetailCo,1520871.36,179570.58
Aperture 213 Corporation.,BuildIt|UrbanWorks,7566099.78,543937.35
Globex 613,CoreTrade|MegaMart|BuildIt|SupplyHub,6591462.61,472202.64
"Blue Sun 2327, Corporation",UrbanWorks|CoreTrade|MegaMart,830150.17,192400.96
Oscorp 78 Limited.,BuildIt|UrbanWorks|CoreTrade|RetailCo,8782680.27,703312.6
LEXCORP 2230 Limited,BuildIt|UrbanWorks,3308358.46,792996.18
Initrode 1268 LLC,BuildIt,1661761.25,369433.12
Globex 846 Limited.,MegaMart,1862122.42,145131.66
Abstergo 734,MegaMart|UrbanWorks|CoreTrade|RetailCo,6419304.54,830780.59
"Acme 481, LLC",SupplyHub|RetailCo|CoreTrade|MegaMart,2819933.3,690376.78
Wonka 1732,SupplyHub|BuildIt|MegaMart,4378786.7,802300.88
MONARCH 2175 Inc,SupplyHub|BuildIt|CoreTrade,234254.43,23684.08
Virtucon 639,SupplyHub|CoreTrade|MegaMart,5865005.63,466436.57
Massive Dynamic 434,CoreTrade,1250776.22,84105.12
Umbrella 84 LLC.,SupplyHub|MegaMart|CoreTrade,3161918.16,360238.5
Globex 1660,SupplyHub,7961700.08,1887049.85
ACME 228 Corporation,BuildIt|UrbanWorks|MegaMart|RetailCo,9889326.95,1987803.8
Tyrell 19 Limited.,UrbanWorks,5144310.31,210449.44
Tyrell 467 Corp.,SupplyHub|RetailCo,3283988.59,279479.3
Tyrell 755,RetailCo|SupplyHub|CoreTrade,7298971.4,366242.89
"Tyrell 2096, Corporation",SupplyHub|RetailCo,1392425.35,173151.49
Aperture 2343 LLC.,RetailCo|MegaMart|SupplyHub|UrbanWorks,4593108.84,1061646.1
Wayne 1910,BuildIt,6882706.45,1209002.85
Initech 355,MegaMart|SupplyHub|CoreTrade|UrbanWorks,5221864.12,258570.84
GRINGOTTS 2394 Corporation,UrbanWorks|CoreTrade|BuildIt|RetailCo,155160.52,27741.36
"Initrode 441, Corp",UrbanWorks|MegaMart,3807163.11,856637.32
"Cyberdyne 635, Corp",RetailCo|SupplyHub|CoreTrade,6804115.43,543229.43
Cyberdyne 1699 Corporation.,UrbanWorks,7184933.74,961359.7
"Virtucon 722, Ltd",UrbanWorks,6508978.39,1030128.16
Massive Dynamic 1826 Limited,SupplyHub,6106953.86,684210.86
Acme 1957 Corporation.,SupplyHub|RetailCo|MegaMart|UrbanWorks,6997391.65,347454.6
Aperture 1336,CoreTrade|RetailCo|UrbanWorks|BuildIt,7343241.16,1667210.41
Virtucon 1206 Inc,BuildIt|CoreTrade|SupplyHub,5838321.56,939963.91
Oscorp 251 Ltd.,CoreTrade|SupplyHub|UrbanWorks,2857825.3,205810.84
STARK 1114 Limited,SupplyHub|RetailCo|UrbanWorks,7714652.29,245336.84
Pied Piper 1591 Inc,RetailCo,7343997.91,851111.64
Monarch 1706 Ltd,CoreTrade,344710.15,41912.74
Abstergo 993 Limited,SupplyHub,3274372.86,180071.97
"Pied Piper 2079, Ltd",CoreTrade,7542094.91,1759289.04
Monarch 1935 Corp,RetailCo|BuildIt|MegaMart,6214370.29,1166606.16
"LexCorp 1078, LLC",BuildIt|CoreTrade|UrbanWorks|RetailCo,2651025.71,289092.33
Globex 15 Corporation,UrbanWorks|SupplyHub,3222985.18,262932.42
Virtucon 1222 Inc.,MegaMart|SupplyHub|CoreTrade|UrbanWorks,2699989.0,383403.0
Hooli 128 Corp.,MegaMart|UrbanWorks|SupplyHub|CoreTrade,4886625.29,587285.05
"Vehement 1115, Inc",MegaMart|BuildIt,9613564.52,830799.67
Virtucon 916 Limited.,CoreTrade|BuildIt|RetailCo,4521289.29,817637.33
Gringotts 802 Inc,MegaMart|RetailCo|CoreTrade|SupplyHub,6618721.28,1587988.59
Umbrella 532,RetailCo|MegaMart|CoreTrade,3548453.66,350961.0
MASSIVE DYNAMIC 1613 Corp,UrbanWorks|BuildIt|SupplyHub|CoreTrade,1234981.78,52914.94
Monarch 109 Limited.,SupplyHub|UrbanWorks|RetailCo|MegaMart,4907855.74,537101.78
